master_project_code,fiscal_year,quarter,team_size_fte,manager_fte
MSMANTHD,2024,2,16.95,0.0
MSMAPLAT,2023,2,90.53,6.99
MSMAPLAT,2023,3,63.25,8.0
MSMAPLAT,2023,4,47.4,2.03
MSMAPLAT,2024,1,52.07,4.55
MSMAROBT,2023,2,72.55,2.35
MSMAROBT,2023,3,37.56,7.91
MSMAROBT,2023,4,7.1,3.66
MSMAROBT,2024,1,0.26,0.0
MSMAUSST,2022,2,40.58,0.0
MSMAUSST,2022,3,69.47,0.53
MSMAUSST,2022,4,67.04,1.03
MSMAUSST,2023,1,78.38,3.0
MSMBO402,2022,1,39.3,0.0
MSMBOOPS,2024,2,183.51,2.07
MSMBOOPS,2024,3,148.42,3.0
MSMBOOPS,2024,4,159.51,1.71
MSMBOOPS,2025,1,173.75,4.0
MSMCBDX1,2024,2,24.0,4.0
MSMCBDX1,2024,3,24.22,4.0
MSMCBDX1,2024,4,27.64,4.0
MSMCBDX1,2025,1,25.8,4.0
MSMCEMT,2023,1,28.0,0.0
MSMCLOST,2022,2,66.43,0.0
MSMCLOST,2022,3,68.35,0.0
MSMCLOST,2022,4,71.39,0.0
MSMCLOST,2023,1,54.34,0.0
MSMCOMST,2022,2,48.43,0.85
MSMCOMST,2022,3,27.97,0.0
MSMCOMST,2022,4,37.09,0.0
MSMCOMST,2023,1,39.48,0.0
MSMCPAST,2022,2,73.05,0.2
MSMCPAST,2022,3,23.57,0.07
MSMCPHZ3,2025,1,24.15,3.46
MSMCPHZ3,2025,2,33.74,1.01
MSMCPHZ3,2025,3,24.95,0.0
MSMCPHZ3,2025,4,27.91,0.0
MSMCPHZ3,2026,1,17.55,0.0
MSMCTST,2023,2,6.65,0.0
MSMDBSTP,2025,3,20.83,2.99
MSMDBSTP,2025,4,24.81,3.28
MSMDDSTP,2025,3,58.14,1.99
MSMDDSTP,2025,4,76.07,3.02
MSMDDSTP,2026,1,28.81,1.32
MSMDEXST,2022,2,94.05,4.55
MSMDEXST,2022,3,99.97,4.33
MSMDEXST,2022,4,102.38,4.98
MSMDEXST,2023,1,85.69,4.2
MSMDGFNC,2022,1,15.82,0.0
MSMDGTCH,2022,1,3.3,0.0
MSMDMHSP,2023,1,17.08,0.0
MSMDMPM,2022,4,0.31,0.08
MSMDMPM,2023,1,7.67,0.5
MSMDOSTP,2024,3,33.62,0.0
MSMDOSTP,2024,4,102.68,8.75
MSMDOSTP,2025,1,136.4,12.0
MSMDOSTP,2025,2,166.26,8.0
MSMDOSTP,2025,3,87.28,7.62
MSMDOSTP,2025,4,46.8,1.38
MSMDOSTP,2026,1,17.49,0.0
MSMDSCH4,2022,1,54.2,7.3
MSMECETP,2025,2,191.52,7.86
MSMECETP,2025,3,209.77,6.8
MSMECETP,2025,4,122.0,5.02
MSMECETP,2026,1,52.2,2.0
MSMECETP,2026,2,22.0,2.0
MSMECETP,2026,3,16.61,2.0
MSMECETP,2026,4,6.0,2.0
MSMGCMST,2022,2,73.02,2.41
MSMGCMST,2022,3,74.0,3.0
MSMGCMST,2022,4,72.49,2.5
MSMGCMST,2023,1,60.69,3.0
MSMHCMST,2022,2,69.41,8.0
MSMHCMST,2022,3,73.33,9.35
MSMHCMST,2022,4,77.48,11.15
MSMHCMST,2023,1,89.65,8.67
MSMHCMT,2023,2,102.03,0.0
MSMHCMT,2023,3,80.48,0.0
MSMHCMT,2023,4,3.59,0.0
MSMHCMT,2024,1,0.13,0.0
MSMICSH3,2025,3,33.0,0.0
MSMICSH3,2025,4,11.16,0.0
MSMICSPZ,2024,2,43.18,0.0
MSMICSPZ,2024,3,59.04,1.35
MSMICSPZ,2024,4,54.02,1.36
MSMICSPZ,2025,1,46.37,0.0
MSMIMPZ1,2022,4,4.02,0.0
MSMIMPZ1,2023,1,1.08,0.11
MSML2OST,2022,2,114.87,13.74
MSML2OST,2022,3,193.41,15.53
MSML2OST,2022,4,166.96,12.74
MSML2OST,2023,1,141.84,8.2
MSMLXEPZ,2022,2,0.57,0.0
MSMLXEPZ,2022,3,162.39,7.0
MSMLXEPZ,2022,4,172.37,8.28
MSMLXEPZ,2023,1,203.87,9.0
MSMLXEPZ,2023,2,63.38,3.11
MSMMD901,2022,1,13.89,0.0
MSMORH31,2023,4,7.18,0.0
MSMPMFPZ,2025,2,286.34,17.0
MSMPMFPZ,2025,3,219.98,9.92
MSMPMFPZ,2025,4,248.87,10.0
MSMPMFPZ,2026,1,222.56,9.66
MSMPMFPZ,2026,2,173.83,9.0
MSMPMFPZ,2026,3,127.76,4.95
MSMPNEPZ,2023,1,5.93,0.36
MSMPNEPZ,2023,2,21.83,3.0
MSMPNEPZ,2023,3,29.78,3.0
MSMPNEPZ,2023,4,31.03,3.0
MSMPNEPZ,2024,1,28.2,3.0
MSMPOSST,2022,2,101.85,7.77
MSMPOSST,2022,3,120.03,11.54
MSMPOSST,2022,4,141.48,19.2
MSMPOSST,2023,1,107.28,7.3
MSMRAID,2022,2,3.7,0.0
MSMRAID,2022,3,9.07,3.33
MSMRAIDT,2023,2,14.91,0.0
MSMROBST,2022,2,56.91,4.0
MSMROBST,2022,3,52.61,4.0
MSMROBST,2022,4,44.84,4.0
MSMROBST,2023,1,32.92,4.0
MSMSAPT,2023,2,5.6,0.8
MSMSAPT,2023,3,15.6,0.8
MSMSCPSZ,2023,2,42.71,0.98
MSMSCPSZ,2023,3,102.55,3.9
MSMSCPSZ,2023,4,103.8,4.0
MSMSCPSZ,2024,1,119.75,3.91
MSMSH301,2023,4,1.24,0.0
MSMSIOMZ,2022,2,5.65,0.0
MSMSIOMZ,2022,3,7.96,0.0
MSMSIOMZ,2022,4,12.07,0.0
MSMSIOMZ,2023,1,8.0,0.0
MSMSUDST,2022,2,60.75,5.18
MSMSUDST,2022,3,54.49,7.2
MSMSUDST,2022,4,50.02,7.2
MSMSUDST,2023,1,66.16,6.82
MSMSUSST,2022,2,55.36,4.0
MSMSUSST,2022,3,44.48,4.0
MSMSUSST,2022,4,43.47,4.0
MSMSUSST,2023,1,32.62,4.0
MSMTC101,2023,2,4.0,0.0
MSMTC101,2023,3,6.65,0.0
MSMTC101,2023,4,13.38,0.0
MSMTC101,2024,1,8.0,0.0
MSMTC602,2024,2,6.48,0.0
MSMTC602,2024,3,0.04,0.0
MSMTRSTP,2025,3,66.91,0.0
MSMTRSTP,2025,4,205.91,0.0
MSMTRSTP,2026,1,252.23,0.0
MSMTRSTP,2026,2,227.35,0.0
MSMTRSTP,2026,3,154.23,0.0
MSMTRSTP,2026,4,37.19,0.0
MSMTSSTP,2023,2,70.34,0.73
MSMTSSTP,2023,3,59.73,7.44
MSMTSSTP,2023,4,67.47,7.97
MSMTSSTP,2024,1,74.37,7.86
MSMUADST,2022,2,102.65,0.0
MSMUADST,2022,3,97.52,0.0
MSMUADST,2022,4,83.96,0.0
MSMUADST,2023,1,59.76,0.0
MSMUPRST,2022,2,86.43,7.35
MSMUPRST,2022,3,93.91,6.35
MSMUPRST,2022,4,93.94,5.0
MSMUPRST,2023,1,85.9,5.0
MSNDPCSZ,2025,2,27.55,3.96
MSNDPCSZ,2025,3,34.18,9.92
MSNDPCSZ,2025,4,33.62,9.96
MSNDPCSZ,2026,1,30.32,9.96
MSNGVDSX,2025,2,183.43,6.0
MSNGVDSX,2025,3,48.71,2.0
MSNGVDSX,2025,4,35.93,0.18
MSNGVDSX,2026,1,24.11,0.0
MSNGVDSX,2026,2,12.0,0.0
MSNGVDSX,2026,3,7.96,0.0
MSNGVDSX,2026,4,1.38,0.0
MSNPMCSZ,2024,2,14.11,0.0
MSNPMCSZ,2024,3,38.35,0.0
MSNPMCSZ,2024,4,33.14,0.66
MSNPMCSZ,2025,1,33.9,0.67
MSNUL1H2,2025,1,134.51,4.62
MSNUL1H2,2025,2,414.17,12.96
MSNUL1H2,2025,3,421.83,12.87
MSNUL1H2,2025,4,420.23,12.48
MSNUL1H2,2026,1,129.05,2.31
MSNXT301,2023,1,5.98,0.0
MSNXT301,2023,2,117.46,0.0
MSNXT301,2023,3,119.01,8.0
MSNXT301,2023,4,119.89,4.0
MSNXT301,2024,1,165.59,3.38
MSO365S2,2022,1,87.12,1.0
MSO365S2,2022,2,81.28,0.58
MSO365S2,2022,3,54.04,1.0
MSO365S2,2022,4,55.17,0.34
MSO365S2,2023,1,60.87,0.0
MSO365SP,2024,2,44.52,2.7
MSO365SP,2024,3,49.48,4.0
MSO365SP,2024,4,51.91,0.0
MSO365SP,2025,1,39.38,0.0
MSO365SP,2025,2,43.91,0.0
MSO365SP,2025,3,44.0,0.0
MSO365SP,2025,4,48.41,0.0
MSO365SP,2026,1,26.92,0.0
MSO365SP,2026,2,9.35,0.0
MSO365SP,2026,3,8.0,0.0
MSOAP801,2022,1,23.76,1.32
MSOASKH3,2025,2,109.78,3.87
MSOASKH3,2025,3,81.1,4.87
MSOASKH3,2025,4,75.88,4.0
MSOASKH3,2026,1,29.88,4.0
MSOASKH3,2026,2,20.35,4.0
MSOASKH3,2026,3,16.96,3.96
MSOASKH3,2026,4,8.0,0.0
MSODIWST,2023,2,1.68,0.0
MSOFS301,2023,2,166.05,14.65
MSOFS301,2023,3,151.48,12.0
MSOFS301,2023,4,148.61,9.33
MSOFS301,2024,1,157.07,10.42
MSOFS301,2024,2,190.37,13.91
MSOFS301,2024,3,163.27,9.39
MSOFS301,2024,4,180.44,6.64
MSOFS301,2025,1,149.08,8.0
MSOFTCSZ,2022,1,3.3,0.0
MSOFTCSZ,2022,2,2.02,0.0
MSOFTDPA,2023,2,1.22,0.0
MSOFTDPA,2023,3,4.78,0.0
MSOFTDPA,2023,4,5.24,0.0
MSOMSCPX,2023,2,138.33,9.0
MSOMSCPX,2023,3,150.65,9.8
MSOMSCPX,2023,4,109.68,9.1
MSOMSCPX,2024,1,117.04,2.64
MSOMSCPX,2024,2,105.59,0.0
MSOMSCPX,2024,3,102.84,0.0
MSOMSCPX,2024,4,105.92,0.0
MSOMSCPX,2025,1,104.96,0.0
MSONCH31,2025,2,8.0,0.0
MSONCH31,2025,3,8.0,0.0
MSONCH31,2025,4,8.0,0.0
MSONCH31,2026,1,8.0,0.0
MSONESCP,2025,4,22.58,0.0
MSONESCP,2026,1,50.02,0.0
MSONT301,2023,2,14.13,0.0
MSONT301,2023,3,24.87,3.0
MSONT301,2023,4,26.82,1.03
MSONT301,2024,1,31.3,0.0
MSONTH31,2024,2,17.48,0.0
MSONTH31,2024,3,13.32,0.0
MSONTH31,2024,4,13.14,0.0
MSONTH31,2025,1,9.93,0.0
MSOPDH31,2024,2,17.57,0.0
MSOPDH31,2024,3,18.26,0.0
MSOPDH31,2024,4,19.41,3.87
MSOPDH31,2025,1,24.0,4.0
MSOPDH31,2025,2,19.57,3.57
MSOPDH31,2025,3,18.61,2.65
MSOPDHZ4,2025,3,32.97,0.0
MSOPDHZ4,2025,4,30.29,0.0
MSOPDHZ4,2026,1,16.85,0.0
MSOPHZ41,2025,3,5.3,0.0
MSOPHZ41,2025,4,5.38,0.0
MSOPHZ41,2026,1,4.0,0.0
MSOPHZ42,2025,3,2.39,1.43
MSOPHZ42,2025,4,5.0,3.0
MSOPHZ42,2026,1,5.0,3.0
MSORIS5D,2023,2,38.01,1.66
MSORIS5D,2023,3,35.43,3.0
MSORIS5D,2023,4,37.27,3.0
MSORIS5D,2024,1,31.75,2.9
MSORIS6D,2025,2,55.61,0.0
MSORIS6D,2025,3,40.91,0.0
MSORIS6D,2025,4,58.0,0.0
MSORIS6D,2026,1,55.6,0.0
MSORIS6D,2026,2,12.0,0.0
MSORIS7D,2025,2,19.61,0.0
MSORIS7D,2025,3,14.59,0.0
MSORUS2D,2022,1,239.01,22.38
MSORUS2D,2022,2,208.17,18.17
MSORUS2D,2022,3,164.37,15.18
MSORUS2D,2022,4,126.66,13.04
MSORUS2D,2023,1,217.35,10.0
MSORUS2D,2023,2,3.3,0.0
MSORUS4D,2023,2,136.55,5.01
MSORUS4D,2023,3,96.51,4.0
MSORUS4D,2023,4,105.8,4.0
MSORUS4D,2024,1,72.27,1.45
MSORUS4D,2024,2,92.48,2.9
MSORUS4D,2024,3,113.14,1.99
MSORUS4D,2024,4,128.38,0.0
MSORUS4D,2025,1,136.64,0.0
MSORUS5D,2025,2,69.89,0.0
MSORUS5D,2025,3,73.83,0.0
MSORUS5D,2025,4,71.04,0.0
MSORUS5D,2026,1,61.15,0.0
MSOSK401,2022,2,57.48,2.65
MSOSK401,2022,3,62.04,5.35
MSOSK401,2022,4,56.35,1.38
MSOSK401,2023,1,59.18,0.0
MSOTAHYD,2024,1,43.68,0.0
MSOTAHYD,2024,2,113.1,0.0
MSOTAHYD,2024,3,136.57,0.0
MSOTAHYD,2024,4,137.29,1.36
MSOTAHYD,2025,1,137.88,1.05
MSOTPGH3,2025,2,5.41,1.36
MSOTPH31,2024,4,11.16,1.36
MSOTPH31,2025,1,44.81,5.71
MSOVDIMC,2022,2,11.06,0.0
MSOVDIMC,2022,3,12.2,0.0
MSOVDIMC,2022,4,17.24,0.0
MSOVDIMC,2023,1,25.68,0.0
MSP24STP,2025,2,133.43,4.14
MSP24STP,2025,3,139.73,5.82
MSP24STP,2025,4,128.12,7.64
MSP24STP,2026,1,66.52,5.01
MSP24STP,2026,2,18.13,1.73
MSP24STP,2026,3,4.0,0.0
MSP2PEXP,2023,2,43.26,1.35
MSP2PEXP,2023,3,39.96,0.0
MSP2PEXP,2023,4,57.33,0.0
MSP2PEXP,2024,1,54.15,0.0
MSP2PMPP,2023,2,109.84,8.65
MSP2PMPP,2023,3,146.39,10.9
MSP2PMPP,2023,4,138.99,11.43
MSP2PMPP,2024,1,146.93,11.78
MSP2PMPP,2024,2,149.37,8.21
MSP2PMPP,2024,3,143.97,7.0
MSP2PMPP,2024,4,190.12,9.64
MSP2PMPP,2025,1,205.63,11.0
MSP2PPQ2,2022,2,233.83,8.1
MSP2PPQ2,2022,3,189.52,6.0
MSP2PPQ2,2022,4,196.04,9.6
MSP2PPQ2,2023,1,194.51,10.0
MSPAC701,2022,4,1.38,0.0
MSPAC701,2023,1,11.65,0.0
MSPAUPSZ,2024,2,30.0,3.0
MSPAUPSZ,2024,3,30.15,3.26
MSPAUPSZ,2024,4,24.82,3.0
MSPAUPSZ,2025,1,27.0,3.0
MSPAZNET,2025,2,131.4,4.64
MSPAZNET,2025,3,146.9,7.0
MSPAZNET,2025,4,151.94,8.2
MSPAZNET,2026,1,135.74,7.0
MSPAZNET,2026,2,117.65,2.39
MSPAZNET,2026,3,98.65,0.0
MSPAZNET,2026,4,6.53,0.0
MSPBICSZ,2024,2,31.33,0.0
MSPBICSZ,2024,3,36.23,0.0
MSPBICSZ,2024,4,65.97,0.34
MSPBICSZ,2025,1,81.71,0.67
MSPCHAT3,2022,4,6.53,0.0
MSPCHAT3,2023,1,6.29,0.0
MSPDDPUZ,2025,2,11.04,0.0
MSPDDPUZ,2025,3,7.0,0.0
MSPE23CZ,2023,2,45.87,4.0
MSPE23CZ,2023,3,61.59,4.0
MSPE23CZ,2023,4,59.64,4.0
MSPE23CZ,2024,1,89.51,4.0
MSPE23CZ,2024,2,116.26,7.0
MSPE23CZ,2024,3,112.8,7.16
MSPE23CZ,2024,4,119.24,10.0
MSPE23CZ,2025,1,116.95,8.02
MSPE23CZ,2025,2,41.72,1.88
MSPEBBLR,2022,2,21.26,0.0
MSPEBBLR,2022,3,4.0,0.0
MSPECOST,2022,1,527.41,34.33
MSPECOST,2022,2,633.9,40.41
MSPECOST,2022,3,593.6,47.4
MSPECOST,2022,4,619.02,37.32
MSPECOST,2023,1,626.33,40.93
MSPECOST,2023,2,586.61,39.08
MSPECOST,2023,3,578.43,32.28
MSPECOST,2023,4,569.17,36.49
MSPECOST,2024,1,489.52,24.59
MSPECOST,2024,2,522.79,24.47
MSPECOST,2024,3,517.34,26.33
MSPECOST,2024,4,519.59,23.97
MSPECOST,2025,1,486.38,21.84
MSPEXPHS,2022,4,16.36,1.38
MSPEXPHS,2023,1,35.16,4.0
MSPEXPT,2024,2,53.47,1.64
MSPEXPT,2024,3,48.3,4.0
MSPEXPT,2024,4,47.43,4.0
MSPEXPT,2025,1,42.24,4.0
MSPEXPT,2025,2,48.48,2.0
MSPEXPT,2025,3,54.78,2.0
MSPEXPT,2025,4,55.98,2.0
MSPEXPT,2026,1,48.32,2.0
MSPEXPT,2026,2,26.0,2.0
MSPEXPT,2026,3,17.85,1.98
MSPEXSQD,2023,2,14.65,0.0
MSPEXSQD,2023,3,15.13,0.0
MSPEXSQD,2023,4,15.51,0.0
MSPEXSQD,2024,1,14.29,0.0
MSPFXCAY,2022,1,116.55,9.0
MSPFXCAY,2022,2,97.72,9.0
MSPFXCAY,2022,3,83.0,8.0
MSPFXCAY,2022,4,78.96,8.0
MSPFXCAY,2023,1,89.07,7.52
MSPFXL2O,2022,1,267.86,23.66
MSPFXL2O,2022,2,264.89,20.35
MSPFXL2O,2022,3,255.77,16.42
MSPFXL2O,2022,4,250.66,16.0
MSPFXL2O,2023,1,286.24,12.18
MSPFXNGV,2023,2,176.71,0.0
MSPFXNGV,2023,3,144.96,0.0
MSPFXNGV,2023,4,131.08,0.0
MSPFXNGV,2024,1,127.42,0.0
MSPFXNGV,2024,2,117.09,0.57
MSPFXNGV,2024,3,116.71,0.0
MSPFXNGV,2024,4,104.0,0.26
MSPFXNGV,2025,1,228.09,6.0
MSPFXPC1,2022,1,176.57,14.0
MSPFXPC1,2022,2,192.33,12.34
MSPFXPC1,2022,3,183.17,8.86
MSPFXPC1,2022,4,128.69,5.78
MSPFXPC1,2023,1,195.76,4.63
MSPFXPI1,2022,1,223.23,11.0
MSPFXPI1,2022,2,239.7,11.0
MSPFXPI1,2022,3,196.7,11.0
MSPFXPI1,2022,4,202.87,11.0
MSPFXPI1,2023,1,178.7,8.99
MSPFXPS1,2023,2,326.64,14.28
MSPFXPS1,2023,3,287.98,11.51
MSPFXPS1,2023,4,241.68,6.0
MSPFXPS1,2024,1,262.74,8.37
MSPFXPS1,2024,2,205.0,6.0
MSPFXPS1,2024,3,177.05,9.78
MSPFXPS1,2024,4,192.66,10.0
MSPFXPS1,2025,1,178.65,7.99
MSPIN301,2023,4,0.84,0.0
MSPIN301,2024,1,11.21,0.0
MSPINABP,2022,2,7.04,0.0
MSPINABP,2022,3,9.3,0.0
MSPINPM1,2022,1,4.0,0.0
MSPINSTP,2022,1,84.44,0.0
MSPINSTP,2022,2,62.28,0.0
MSPINSTP,2022,3,47.09,0.0
MSPINSTP,2022,4,46.31,0.0
MSPINVES,2022,2,1.87,0.0
MSPINVES,2022,3,10.8,0.0
MSPINVES,2022,4,12.8,0.0
MSPINVES,2023,1,2.8,0.0
MSPIPFX1,2023,2,244.27,15.0
MSPIPFX1,2023,3,244.92,19.39
MSPIPFX1,2023,4,234.62,17.36
MSPIPFX1,2024,1,258.76,19.0
MSPIPFX1,2024,2,222.3,13.85
MSPIPFX1,2024,3,184.46,11.34
MSPIPFX1,2024,4,166.05,9.12
MSPIPFX1,2025,1,161.21,11.0
MSPLDSTP,2023,2,53.95,6.27
MSPLDSTP,2023,3,43.31,5.52
MSPLDSTP,2023,4,49.96,5.87
MSPLDSTP,2024,1,41.68,4.3
MSPLDSTP,2024,2,46.69,3.91
MSPLDSTP,2024,3,45.13,3.61
MSPLDSTP,2024,4,46.99,3.0
MSPLDSTP,2025,1,57.57,3.0
MSPMSEWB,2022,1,2.02,0.0
MSPOCPM3,2025,4,2.8,0.23
MSPOCPM3,2026,1,4.0,1.0
MSPOWCH3,2025,3,9.52,0.0
MSPOWCH3,2025,4,10.76,0.0
MSPOWCH3,2026,1,1.32,0.0
MSPOWH31,2025,2,20.54,2.28
MSPOWH31,2025,3,21.0,3.0
MSPOWH31,2025,4,21.0,3.93
MSPOWH31,2026,1,13.0,3.0
MSPPEMON,2024,3,1.91,0.0
MSPPEMON,2024,4,2.77,0.0
MSPRCBSZ,2024,1,7.56,0.0
MSPRCBSZ,2024,2,40.35,0.0
MSPRCBSZ,2024,3,55.91,0.0
MSPRCBSZ,2024,4,44.45,0.0
MSPRCBSZ,2025,1,40.1,0.0
MSPRCBSZ,2025,2,39.26,0.0
MSPRCBSZ,2025,3,36.78,0.0
MSPRCBSZ,2025,4,26.29,0.0
MSPRCBSZ,2026,1,23.92,0.0
MSPRCBSZ,2026,2,21.13,0.0
MSPRCBSZ,2026,3,4.0,0.0
MSPRCBSZ,2026,4,1.33,0.0
MSPRCCDZ,2024,1,24.8,0.42
MSPRCCDZ,2024,2,65.17,1.0
MSPRCCDZ,2024,3,62.25,0.34
MSPRCCDZ,2024,4,53.04,0.0
MSPRCCDZ,2025,1,53.86,0.0
MSPRCCDZ,2025,2,58.66,0.33
MSPRCCDZ,2025,3,50.42,0.68
MSPRCCDZ,2025,4,48.0,0.0
MSPRCCDZ,2026,1,29.89,0.0
MSPRCCDZ,2026,2,20.0,0.0
MSPRCCDZ,2026,3,14.43,0.0
MSPRCCHZ,2024,1,19.76,1.25
MSPRCCHZ,2024,2,68.21,3.0
MSPRCCHZ,2024,3,74.37,3.0
MSPRCCHZ,2024,4,60.43,3.0
MSPRCCHZ,2025,1,64.3,3.0
MSPRCCHZ,2025,2,71.43,1.47
MSPRCCHZ,2025,3,60.87,0.0
MSPRCCHZ,2025,4,51.29,0.0
MSPRCCHZ,2026,1,28.2,0.0
MSPRCCHZ,2026,2,21.17,0.0
MSPRCCHZ,2026,3,9.22,0.0
MSPRCHZ1,2022,3,7.0,0.0
MSPRCHZ1,2022,4,23.58,0.0
MSPRCHZ1,2023,1,22.3,0.0
MSPRCHZ1,2023,2,47.5,0.0
MSPRCHZ1,2023,3,56.7,2.35
MSPRCHZ1,2023,4,53.17,3.0
MSPRCHZ1,2024,1,29.36,1.75
MSPRCHZ5,2024,1,72.92,1.67
MSPRCHZ5,2024,2,171.03,4.0
MSPRCHZ5,2024,3,176.96,4.0
MSPRCHZ5,2024,4,170.99,4.0
MSPRCHZ5,2025,1,159.69,3.52
MSPRCHZ5,2025,2,184.54,4.0
MSPRCHZ5,2025,3,148.65,2.09
MSPRCHZ5,2025,4,81.58,0.16
MSPRCHZ5,2026,1,51.08,0.0
MSPRCHZ5,2026,2,40.0,0.0
MSPRCHZ5,2026,3,7.0,0.0
MSPRCNGZ,2024,1,6.86,0.0
MSPRCNGZ,2024,2,14.98,0.0
MSPRCNGZ,2024,3,21.33,0.0
MSPRCNGZ,2024,4,16.0,0.0
MSPRCNGZ,2025,1,16.0,0.0
MSPRCNGZ,2025,2,11.87,0.0
MSPRCNGZ,2025,3,6.43,0.0
MSPRCNGZ,2025,4,3.2,0.0
MSPRCPN5,2024,1,59.54,2.92
MSPRCPN5,2024,2,174.43,7.0
MSPRCPN5,2024,3,178.46,5.63
MSPRCPN5,2024,4,151.04,4.0
MSPRCPN5,2025,1,149.85,4.0
MSPRCPN5,2025,2,170.3,8.59
MSPRCPN5,2025,3,147.03,5.88
MSPRCPN5,2025,4,103.97,2.0
MSPRCPN5,2026,1,65.0,2.0
MSPRCPN5,2026,2,46.74,0.17
MSPRCPN5,2026,3,29.0,0.0
MSPRCPN5,2026,4,6.62,0.0
MSPRCSZ1,2022,3,9.43,0.0
MSPRCSZ1,2022,4,18.78,1.0
MSPRCSZ1,2023,1,16.45,1.0
MSPRCSZ1,2023,2,25.57,1.0
MSPRCSZ1,2023,3,29.3,1.0
MSPRCSZ1,2023,4,32.42,1.0
MSPRCSZ1,2024,1,19.68,0.58
MSPRDMCT,2022,1,83.37,12.0
MSPRDPSZ,2024,3,1.43,1.43
MSPRDPSZ,2024,4,4.0,4.0
MSPRDPSZ,2025,1,4.0,4.0
MSPREHST,2022,2,10.39,0.33
MSPREHST,2022,3,70.23,0.0
MSPREHST,2022,4,106.48,0.76
MSPREHST,2023,1,143.02,2.73
MSPREHST,2023,2,229.01,8.12
MSPREHST,2023,3,267.54,9.0
MSPREHST,2023,4,246.14,6.81
MSPREHST,2024,1,143.58,4.0
MSPRESEZ,2022,1,46.03,2.92
MSPRESEZ,2022,2,237.8,13.78
MSPRESEZ,2022,3,258.64,17.86
MSPRESEZ,2022,4,210.21,10.02
MSPRESEZ,2023,1,230.32,5.24
MSPRESEZ,2023,2,90.82,3.29
MSPRESEZ,2023,3,19.43,0.33
MSPRESEZ,2023,4,14.27,0.0
MSPRESEZ,2024,1,12.09,0.0
MSPRESZ5,2023,2,52.55,2.65
MSPRESZ5,2023,3,84.91,4.0
MSPRESZ5,2023,4,109.72,4.0
MSPRESZ5,2024,1,108.82,2.33
MSPRISTP,2024,4,12.31,0.0
MSPRISTP,2025,1,37.43,0.0
MSPRISTP,2025,2,41.48,3.0
MSPRISTP,2025,3,26.26,2.12
MSPRISTP,2025,4,7.2,0.0
MSPRISTP,2026,1,6.0,0.0
MSPRM801,2022,2,3.96,0.0
MSPRM801,2022,3,8.0,0.0
MSPRNGZ1,2023,2,2.57,0.0
MSPRNGZ1,2023,3,8.74,0.0
MSPRNGZ1,2023,4,16.71,0.0
MSPRNGZ1,2024,1,8.31,0.0
MSPRPSZ1,2022,2,0.74,0.74
MSPRPSZ1,2022,3,14.74,4.0
MSPRPSZ1,2022,4,48.17,6.04
MSPRPSZ1,2023,1,54.14,5.67
MSPRPSZ1,2023,2,81.91,5.76
MSPRPSZ1,2023,3,113.54,7.0
MSPRPSZ1,2023,4,121.81,6.78
MSPRPSZ1,2024,1,80.6,3.62
MSPS24ST,2024,2,162.72,5.16
MSPS24ST,2024,3,145.22,3.0
MSPS24ST,2024,4,168.64,3.9
MSPS24ST,2025,1,124.62,4.0
MSPS27ST,2025,2,94.63,6.52
MSPS27ST,2025,3,83.65,8.0
MSPS27ST,2025,4,76.04,4.62
MSPS27ST,2026,1,47.87,4.0
MSPS27ST,2026,2,29.43,4.0
MSPS27ST,2026,3,27.87,4.0
MSPS27ST,2026,4,12.71,0.71
MSPSCPM1,2022,1,8.0,0.0
MSPSESST,2022,1,175.11,5.41
MSPSESST,2022,2,145.52,0.52
MSPSESST,2022,3,180.0,4.0
MSPSESST,2022,4,181.27,3.69
MSPSESST,2023,1,177.97,4.0
MSPSOPTP,2024,1,85.68,0.0
MSPSOPTP,2024,2,176.34,4.0
MSPSOPTP,2024,3,151.52,4.0
MSPSOPTP,2024,4,142.87,3.74
MSPSOPTP,2025,1,118.75,0.0
MSPSSGST,2023,2,141.64,4.0
MSPSSGST,2023,3,126.17,6.48
MSPSSGST,2023,4,147.42,7.0
MSPSSGST,2024,1,135.24,7.0
MSPSSTP1,2023,2,3.39,0.0
MSPSSTP1,2023,3,1.26,0.0
MSPTC301,2023,2,8.0,4.0
MSPTC301,2023,3,8.09,3.96
MSPUPSZ,2025,2,18.0,3.0
MSPUPSZ,2025,3,18.0,3.0
MSPUPSZ,2025,4,17.51,2.63
MSPUPSZ,2026,1,16.2,3.0
MSPURVHZ,2025,2,3.74,0.0
MSPUVSTP,2025,1,2.64,0.0
MSPWBCSZ,2025,1,10.32,1.32
MSPWBCSZ,2025,2,137.81,7.7
MSPWBCSZ,2025,3,150.56,8.04
MSPWBCSZ,2025,4,148.16,8.0
MSPWBCSZ,2026,1,127.43,8.0
MSPWBCSZ,2026,2,94.38,8.0
MSPWBCSZ,2026,3,8.96,3.0
MSPWBCSZ,2026,4,5.0,3.0
MSPXMCAE,2025,2,22.83,0.98
MSPXMCAE,2025,3,248.49,2.39
MSPXMCAE,2025,4,314.3,4.44
MSPXMCAE,2026,1,285.01,2.0
MSPurvH1,2025,1,0.79,0.0
MSQTCSTP,2025,1,18.7,0.0
MSR23DX1,2023,2,103.58,4.0
MSR23DX1,2023,3,88.37,4.0
MSR23DX1,2023,4,52.33,4.0
MSR23DX1,2024,1,24.82,4.0
MSRAIDH2,2022,4,5.51,0.0
